ENSG00000004478|ENSG00000004478.8|ENSP00000001008|ENSP00000001008.4,1.1540188587425637
ENSG00000284770|ENSG00000284770.2|ENSP00000494801|ENSP00000494801.1,1.034553577046478
ENSG00000187554|ENSG00000187554.15|ENSP00000493892|ENSP00000493892.2,0.9921727853069492
ENSG00000115355|ENSG00000115355.18|ENSP00000496475|ENSP00000496475.1,1.137758787229765
ENSG00000149557|ENSG00000149557.14|ENSP00000497070|ENSP00000497070.1,1.1990648096944097
ENSG00000163864|ENSG00000163864.18|ENSP00000494285|ENSP00000494285.1,1.2863325804070527
ENSG00000126091|ENSG00000126091.21|ENSP00000496350|ENSP00000496350.1,1.071834988667579
ENSG00000185532|ENSG00000185532.20|ENSP00000495279|ENSP00000495279.1,1.20218165128685
ENSG00000114656|ENSG00000114656.13|ENSP00000496592|ENSP00000496592.2,1.07817109538708
ENSG00000284873|ENSG00000284873.1|ENSP00000493578|ENSP00000493578.1,1.11432802791103
ENSG00000242802|ENSG00000242802.9|ENSP00000497794|ENSP00000497794.1,1.1973729508159117
ENSG00000150995|ENSG00000150995.21|ENSP00000496893|ENSP00000496893.1,1.042433185521586
ENSG00000196460|ENSG00000196460.14|ENSP00000494249|ENSP00000494249.2,1.024005783027084
ENSG00000284850|ENSG00000284850.2|ENSP00000496333|ENSP00000496333.1,1.2581982543616728
ENSG00000285171|ENSG00000285171.1|ENSP00000495340|ENSP00000495340.1,1.1037360399209815
ENSG00000127990|ENSG00000127990.19|ENSP00000494556|ENSP00000494556.1,1.0020319080691114
ENSG00000166340|ENSG00000166340.18|ENSP00000493657|ENSP00000493657.1,1.06551192788773
ENSG00000285049|ENSG00000285049.2|ENSP00000495102|ENSP00000495102.1,1.3021381571378783
ENSG00000126091|ENSG00000126091.21|ENSP00000495624|ENSP00000495624.1,1.0971374257386552
ENSG00000165272|ENSG00000165272.16|ENSP00000493516|ENSP00000493516.1,1.1260949627534058
ENSG00000101266|ENSG00000101266.19|ENSP00000496232|ENSP00000496232.1,1.164960280183136
ENSG00000113163|ENSG00000113163.19|ENSP00000494968|ENSP00000494968.1,1.1133338838348998
ENSG00000101347|ENSG00000101347.11|ENSP00000494354|ENSP00000494354.2,1.0879769611369636
ENSG00000119950|ENSG00000119950.21|ENSP00000498873|ENSP00000498873.1,1.0630037718574614
ENSG00000116127|ENSG00000116127.20|ENSP00000498259|ENSP00000498259.1,1.0766318522758898
ENSG00000100578|ENSG00000100578.18|ENSP00000498990|ENSP00000498990.1,1.0692648334110568
ENSG00000025708|ENSG00000025708.14|ENSP00000499096|ENSP00000499096.1,1.3109967533344848
ENSG00000143363|ENSG00000143363.17|ENSP00000497847|ENSP00000497847.1,1.0412041638332317
ENSG00000144962|ENSG00000144962.7|ENSP00000498213|ENSP00000498213.1,1.2028655746241423
ENSG00000156671|ENSG00000156671.15|ENSP00000497801|ENSP00000497801.2,1.0683450024067
ENSG00000114861|ENSG00000114861.24|ENSP00000497454|ENSP00000497454.2,1.0154362153889958
ENSG00000186409|ENSG00000186409.19|ENSP00000499756|ENSP00000499756.1,1.175514665144634
ENSG00000100578|ENSG00000100578.18|ENSP00000498606|ENSP00000498606.1,1.0923776030801604
ENSG00000139549|ENSG00000139549.4|ENSP00000497483|ENSP00000497483.1,1.1231914226181499
ENSG00000198300|ENSG00000198300.14|ENSP00000498138|ENSP00000498138.1,1.0702966478225182
ENSG00000183287|ENSG00000183287.15|ENSP00000497183|ENSP00000497183.1,1.1158753637483336
ENSG00000198890|ENSG00000198890.9|ENSP00000497826|ENSP00000497826.1,1.3317807762486185
ENSG00000113712|ENSG00000113712.19|ENSP00000499757|ENSP00000499757.1,1.0663847782223537
ENSG00000102393|ENSG00000102393.15|ENSP00000498186|ENSP00000498186.1,1.0770564253594894
ENSG00000113742|ENSG00000113742.14|ENSP00000499433|ENSP00000499433.1,1.123722315564007
ENSG00000163041|ENSG00000163041.13|ENSP00000499800|ENSP00000499800.1,1.1202440500151467
ENSG00000067955|ENSG00000067955.15|ENSP00000498463|ENSP00000498463.1,1.114765568449504
ENSG00000048828|ENSG00000048828.18|ENSP00000498798|ENSP00000498798.1,0.9986920090550513
ENSG00000138798|ENSG00000138798.13|ENSP00000498337|ENSP00000498337.1,1.0576697414557334
ENSG00000183908|ENSG00000183908.7|ENSP00000498533|ENSP00000498533.1,1.2328177344137639
ENSG00000164970|ENSG00000164970.15|ENSP00000499069|ENSP00000499069.1,1.3918199916121532
ENSG00000187240|ENSG00000187240.17|ENSP00000497174|ENSP00000497174.1,1.0898229980329823
ENSG00000136997|ENSG00000136997.22|ENSP00000499105|ENSP00000499105.1,1.1344145599504736
ENSG00000093072|ENSG00000093072.19|ENSP00000497681|ENSP00000497681.2,1.2782742729340462
ENSG00000188690|ENSG00000188690.16|ENSP00000497155|ENSP00000497155.1,1.1549209948844394
ENSG00000218305|ENSG00000218305.5|ENSP00000497792|ENSP00000497792.1,1.061302879945839
ENSG00000130948|ENSG00000130948.10|ENSP00000497464|ENSP00000497464.1,1.1327945422060406
ENSG00000128656|ENSG00000128656.15|ENSP00000499139|ENSP00000499139.1,1.1104511219363917
ENSG00000140694|ENSG00000140694.18|ENSP00000498650|ENSP00000498650.1,1.06436976391315
ENSG00000286001|ENSG00000286001.1|ENSP00000499215|ENSP00000499215.1,0.9997377010029448
ENSG00000122218|ENSG00000122218.17|ENSP00000497231|ENSP00000497231.1,1.0558965590883147
ENSG00000197753|ENSG00000197753.11|ENSP00000498699|ENSP00000498699.1,1.4304776165107864
ENSG00000178053|ENSG00000178053.21|ENSP00000498915|ENSP00000498915.1,1.2468553922364922
ENSG00000164509|ENSG00000164509.17|ENSP00000498914|ENSP00000498914.2,1.051283758848871
ENSG00000124783|ENSG00000124783.14|ENSP00000497016|ENSP00000497016.1,1.1165444086238356
ENSG00000188157|ENSG00000188157.16|ENSP00000498543|ENSP00000498543.1,1.1571148630675347
ENSG00000167637|ENSG00000167637.18|ENSP00000498705|ENSP00000498705.1,1.256711102092652
ENSG00000188157|ENSG00000188157.16|ENSP00000499046|ENSP00000499046.1,1.153799991372986
ENSG00000110079|ENSG00000110079.19|ENSP00000497952|ENSP00000497952.2,1.1303334855523228
ENSG00000187595|ENSG00000187595.18|ENSP00000497755|ENSP00000497755.1,1.0644413515204045
ENSG00000001084|ENSG00000001084.13|ENSP00000497574|ENSP00000497574.1,1.068548026331224
ENSG00000157193|ENSG00000157193.18|ENSP00000499574|ENSP00000499574.1,1.1482705077550228
ENSG00000126088|ENSG00000126088.14|ENSP00000498295|ENSP00000498295.1,1.1309149489183417
ENSG00000127955|ENSG00000127955.17|ENSP00000497260|ENSP00000497260.1,1.1037339073279284
ENSG00000185513|ENSG00000185513.18|ENSP00000498152|ENSP00000498152.1,1.1947241270211584
ENSG00000100522|ENSG00000100522.10|ENSP00000496934|ENSP00000496934.1,1.2009870749362919
ENSG00000072756|ENSG00000072756.18|ENSP00000498449|ENSP00000498449.1,1.323636390008768
ENSG00000077522|ENSG00000077522.15|ENSP00000498677|ENSP00000498677.1,1.3506407478705258
ENSG00000196132|ENSG00000196132.14|ENSP00000498616|ENSP00000498616.1,1.1513885182312424
ENSG00000140416|ENSG00000140416.26|ENSP00000498562|ENSP00000498562.1,1.1937067100269276
ENSG00000064999|ENSG00000064999.16|ENSP00000497939|ENSP00000497939.1,1.0507728582826548
ENSG00000164056|ENSG00000164056.11|ENSP00000498292|ENSP00000498292.1,1.05083370102149
ENSG00000119950|ENSG00000119950.21|ENSP00000498547|ENSP00000498547.1,1.0630037718574614
ENSG00000085063|ENSG00000085063.18|ENSP00000498879|ENSP00000498879.1,1.1878748700853918
ENSG00000146530|ENSG00000146530.15|ENSP00000497705|ENSP00000497705.1,1.2910136713642657
ENSG00000159023|ENSG00000159023.23|ENSP00000497875|ENSP00000497875.1,1.0368031917646636
ENSG00000102125|ENSG00000102125.17|ENSP00000498496|ENSP00000498496.1,1.3158874785136159
ENSG00000172738|ENSG00000172738.13|ENSP00000498862|ENSP00000498862.1,1.2122884161290777
ENSG00000164619|ENSG00000164619.10|ENSP00000497578|ENSP00000497578.1,1.2041439607935325
ENSG00000112992|ENSG00000112992.18|ENSP00000499281|ENSP00000499281.1,0.9889817249108342
ENSG00000069424|ENSG00000069424.16|ENSP00000499615|ENSP00000499615.1,1.2231853075080164
ENSG00000177693|ENSG00000177693.5|ENSP00000497674|ENSP00000497674.1,1.0329315890327688
ENSG00000119950|ENSG00000119950.21|ENSP00000498554|ENSP00000498554.1,1.0630037718574614
ENSG00000186591|ENSG00000186591.13|ENSP00000497987|ENSP00000497987.1,1.2146748308299302
ENSG00000151466|ENSG00000151466.12|ENSP00000498519|ENSP00000498519.1,1.1824367528746715
ENSG00000169255|ENSG00000169255.15|ENSP00000498633|ENSP00000498633.1,1.08490053763352
ENSG00000153214|ENSG00000153214.11|ENSP00000498298|ENSP00000498298.2,1.0786895221175261
ENSG00000138376|ENSG00000138376.11|ENSP00000498880|ENSP00000498880.1,1.0549746899828774
ENSG00000100365|ENSG00000100365.16|ENSP00000498381|ENSP00000498381.1,1.2777409798350214
ENSG00000169255|ENSG00000169255.15|ENSP00000498854|ENSP00000498854.1,1.08490053763352
ENSG00000157168|ENSG00000157168.22|ENSP00000498946|ENSP00000498946.1,0.9999145851632316
ENSG00000198690|ENSG00000198690.10|ENSP00000499726|ENSP00000499726.1,1.0755839554182585
ENSG00000198825|ENSG00000198825.15|ENSP00000497846|ENSP00000497846.1,1.0497905163286714
ENSG00000168216|ENSG00000168216.13|ENSP00000496991|ENSP00000496991.1,1.1087615917898328
ENSG00000160868|ENSG00000160868.16|ENSP00000498733|ENSP00000498733.1,1.0781365025393075
ENSG00000167930|ENSG00000167930.17|ENSP00000499529|ENSP00000499529.1,1.0288844287039165
ENSG00000290147|ENSG00000290147.1|ENSP00000499539|ENSP00000499539.1,1.4841213951357735
ENSG00000124299|ENSG00000124299.16|ENSP00000498950|ENSP00000498950.2,1.1951918469169271
ENSG00000104738|ENSG00000104738.19|ENSP00000497648|ENSP00000497648.1,0.9733413102361637
ENSG00000140022|ENSG00000140022.14|ENSP00000498075|ENSP00000498075.1,1.014914237576137
ENSG00000100578|ENSG00000100578.18|ENSP00000498929|ENSP00000498929.1,1.0955575867644611
ENSG00000102575|ENSG00000102575.14|ENSP00000497140|ENSP00000497140.2,1.2324049734994404
ENSG00000283649|ENSG00000283649.5|ENSP00000497995|ENSP00000497995.1,1.1383050646003017
ENSG00000173599|ENSG00000173599.15|ENSP00000498302|ENSP00000498302.1,1.2682937660561322
ENSG00000180198|ENSG00000180198.17|ENSP00000497402|ENSP00000497402.1,1.0854650761165143
ENSG00000129103|ENSG00000129103.19|ENSP00000498981|ENSP00000498981.1,1.1104137912155787
ENSG00000271383|ENSG00000271383.9|ENSP00000498781|ENSP00000498781.1,1.1367579868730988
ENSG00000013375|ENSG00000013375.17|ENSP00000499141|ENSP00000499141.2,1.0824163470019428
ENSG00000157168|ENSG00000157168.22|ENSP00000499008|ENSP00000499008.1,0.9884639364920856
ENSG00000143278|ENSG00000143278.5|ENSP00000497116|ENSP00000497116.1,1.3850407784124992
ENSG00000118495|ENSG00000118495.21|ENSP00000496979|ENSP00000496979.1,1.0689702164180863
ENSG00000214029|ENSG00000214029.6|ENSP00000499213|ENSP00000499213.1,1.2412899066818013
ENSG00000075711|ENSG00000075711.21|ENSP00000499730|ENSP00000499730.1,1.087380339892788
ENSG00000184007|ENSG00000184007.22|ENSP00000497092|ENSP00000497092.1,1.248457114250143
ENSG00000084234|ENSG00000084234.18|ENSP00000497691|ENSP00000497691.1,1.1258388096586507
ENSG00000073331|ENSG00000073331.18|ENSP00000498374|ENSP00000498374.1,0.9996470521462437
ENSG00000188257|ENSG00000188257.12|ENSP00000496912|ENSP00000496912.1,1.2681941526229594
ENSG00000075711|ENSG00000075711.21|ENSP00000499723|ENSP00000499723.1,1.0607581095618606
ENSG00000164032|ENSG00000164032.12|ENSP00000498935|ENSP00000498935.1,1.0199809984616188
ENSG00000240583|ENSG00000240583.14|ENSP00000498806|ENSP00000498806.1,1.2860327747222444
ENSG00000118495|ENSG00000118495.21|ENSP00000497363|ENSP00000497363.1,1.0689702164180863
ENSG00000286007|ENSG00000286007.1|ENSP00000498964|ENSP00000498964.1,1.1433865531039122
ENSG00000186487|ENSG00000186487.21|ENSP00000496783|ENSP00000496783.2,1.1059146055277485
ENSG00000113522|ENSG00000113522.14|ENSP00000498795|ENSP00000498795.1,1.1513534622774855
ENSG00000253710|ENSG00000253710.5|ENSP00000497184|ENSP00000497184.2,1.0843103664041451
ENSG00000143365|ENSG00000143365.20|ENSP00000498691|ENSP00000498691.1,1.0845746243326977
ENSG00000119950|ENSG00000119950.21|ENSP00000498928|ENSP00000498928.1,1.0630037718574614
ENSG00000108556|ENSG00000108556.10|ENSP00000497829|ENSP00000497829.1,1.2162190211770307
ENSG00000169933|ENSG00000169933.17|ENSP00000499481|ENSP00000499481.1,0.9665746438760062
ENSG00000136122|ENSG00000136122.18|ENSP00000498664|ENSP00000498664.1,1.1000763454685316
ENSG00000183196|ENSG00000183196.10|ENSP00000497635|ENSP00000497635.1,1.287756696253343
ENSG00000106278|ENSG00000106278.12|ENSP00000498356|ENSP00000498356.1,1.0555434263757222
ENSG00000005302|ENSG00000005302.19|ENSP00000497949|ENSP00000497949.1,1.034050978237783
ENSG00000138617|ENSG00000138617.16|ENSP00000496935|ENSP00000496935.1,1.0893632804326376
ENSG00000072756|ENSG00000072756.18|ENSP00000498942|ENSP00000498942.1,1.2162009873911253
ENSG00000119950|ENSG00000119950.21|ENSP00000498900|ENSP00000498900.1,1.0630037718574614
ENSG00000196689|ENSG00000196689.13|ENSP00000497337|ENSP00000497337.1,1.2957347413885967
ENSG00000135519|ENSG00000135519.8|ENSP00000497890|ENSP00000497890.1,1.4439515628226804
ENSG00000130045|ENSG00000130045.17|ENSP00000508470|ENSP00000508470.1,1.5570958043980148
ENSG00000204677|ENSG00000204677.14|ENSP00000520386|ENSP00000520386.1,1.3385930410767164
ENSG00000112769|ENSG00000112769.20|ENSP00000499099|ENSP00000499099.1,1.1069071693877315
ENSG00000213020|ENSG00000213020.10|ENSP00000498713|ENSP00000498713.1,1.2021169251388086
ENSG00000285975|ENSG00000285975.1|ENSP00000497076|ENSP00000497076.1,1.0198225875945404
ENSG00000166734|ENSG00000166734.20|ENSP00000496905|ENSP00000496905.1,1.2009687212371791
ENSG00000130844|ENSG00000130844.19|ENSP00000498006|ENSP00000498006.1,1.162154721213067
ENSG00000005302|ENSG00000005302.19|ENSP00000498168|ENSP00000498168.1,1.0356516446292385
ENSG00000204152|ENSG00000204152.14|ENSP00000502369|ENSP00000502369.1,1.0516560049881072
ENSG00000115275|ENSG00000115275.15|ENSP00000497836|ENSP00000497836.1,1.042123011570586
ENSG00000172738|ENSG00000172738.13|ENSP00000498681|ENSP00000498681.1,1.2252904725571554
ENSG00000183735|ENSG00000183735.11|ENSP00000498414|ENSP00000498414.1,1.1325210933363707
ENSG00000172175|ENSG00000172175.16|ENSP00000497036|ENSP00000497036.1,1.009150707367771
ENSG00000025708|ENSG00000025708.14|ENSP00000499115|ENSP00000499115.1,1.181350804010912
ENSG00000186487|ENSG00000186487.21|ENSP00000497604|ENSP00000497604.2,1.169858493507377
ENSG00000126883|ENSG00000126883.19|ENSP00000499001|ENSP00000499001.1,0.9118009554131506
ENSG00000285795|ENSG00000285795.1|ENSP00000497246|ENSP00000497246.1,1.0123031593959189
ENSG00000106617|ENSG00000106617.16|ENSP00000498351|ENSP00000498351.1,1.0888926885566022
ENSG00000172007|ENSG00000172007.7|ENSP00000498778|ENSP00000498778.1,1.0496304658871098
ENSG00000240583|ENSG00000240583.14|ENSP00000499196|ENSP00000499196.1,1.305638794599764
ENSG00000162599|ENSG00000162599.18|ENSP00000499326|ENSP00000499326.1,1.0961995529620796
ENSG00000138767|ENSG00000138767.14|ENSP00000497467|ENSP00000497467.1,1.054483630825096
ENSG00000119950|ENSG00000119950.21|ENSP00000498764|ENSP00000498764.1,1.0630037718574614
ENSG00000160563|ENSG00000160563.14|ENSP00000498604|ENSP00000498604.1,0.983028891321692
ENSG00000112992|ENSG00000112992.18|ENSP00000499249|ENSP00000499249.1,0.9889817249108342
ENSG00000169255|ENSG00000169255.15|ENSP00000498427|ENSP00000498427.1,1.08490053763352
ENSG00000155660|ENSG00000155660.11|ENSP00000499129|ENSP00000499129.1,1.1652594263962464
ENSG00000013375|ENSG00000013375.17|ENSP00000499112|ENSP00000499112.1,1.0689550466882412
ENSG00000263001|ENSG00000263001.9|ENSP00000499094|ENSP00000499094.1,1.0148954898977374
ENSG00000204669|ENSG00000204669.11|ENSP00000498279|ENSP00000498279.1,1.2705666533528548
ENSG00000157168|ENSG00000157168.22|ENSP00000499045|ENSP00000499045.1,0.9802196773492772
ENSG00000130294|ENSG00000130294.18|ENSP00000498082|ENSP00000498082.1,1.2522494854857271
ENSG00000129116|ENSG00000129116.20|ENSP00000497440|ENSP00000497440.1,1.0194623051868226
ENSG00000204677|ENSG00000204677.14|ENSP00000520384|ENSP00000520384.1,1.3385930410767164
ENSG00000166432|ENSG00000166432.16|ENSP00000498446|ENSP00000498446.1,1.1230398363253138
ENSG00000087460|ENSG00000087460.29|ENSP00000499380|ENSP00000499380.1,1.4047549405171187
ENSG00000160255|ENSG00000160255.19|ENSP00000498780|ENSP00000498780.1,1.3099184459434323
ENSG00000157193|ENSG00000157193.18|ENSP00000499777|ENSP00000499777.1,1.1000905904118394
ENSG00000162599|ENSG00000162599.18|ENSP00000499693|ENSP00000499693.1,0.9757529420583637
ENSG00000065057|ENSG00000065057.9|ENSP00000498421|ENSP00000498421.1,1.2019720457236351
ENSG00000184937|ENSG00000184937.17|ENSP00000498574|ENSP00000498574.3,1.1071338031654507
ENSG00000160808|ENSG00000160808.13|ENSP00000499406|ENSP00000499406.1,1.398850493323148
ENSG00000188690|ENSG00000188690.16|ENSP00000497497|ENSP00000497497.1,1.1446863669858391
ENSG00000100014|ENSG00000100014.20|ENSP00000499052|ENSP00000499052.1,0.9865777782396408
ENSG00000117868|ENSG00000117868.18|ENSP00000499020|ENSP00000499020.1,0.9580407606609305
ENSG00000148843|ENSG00000148843.15|ENSP00000498205|ENSP00000498205.1,1.042338776387163
ENSG00000114861|ENSG00000114861.24|ENSP00000498174|ENSP00000498174.2,1.0221701992582948
ENSG00000109686|ENSG00000109686.21|ENSP00000499127|ENSP00000499127.1,1.016685849678049
ENSG00000164398|ENSG00000164398.15|ENSP00000498263|ENSP00000498263.1,1.0400926219223092
ENSG00000152292|ENSG00000152292.18|ENSP00000498488|ENSP00000498488.1,1.025554938044474
ENSG00000165995|ENSG00000165995.24|ENSP00000498812|ENSP00000498812.1,1.036723497481187
ENSG00000125459|ENSG00000125459.18|ENSP00000498188|ENSP00000498188.1,0.9808276763087221
ENSG00000140694|ENSG00000140694.18|ENSP00000498640|ENSP00000498640.1,1.0705763123657772
ENSG00000114374|ENSG00000114374.13|ENSP00000498372|ENSP00000498372.1,1.0964014954828925
ENSG00000178297|ENSG00000178297.15|ENSP00000497651|ENSP00000497651.1,1.146097251309869
ENSG00000261408|ENSG00000261408.7|ENSP00000497034|ENSP00000497034.1,1.3057195230599503
ENSG00000243660|ENSG00000243660.12|ENSP00000498527|ENSP00000498527.1,1.211878308825798
ENSG00000122390|ENSG00000122390.19|ENSP00000497411|ENSP00000497411.1,1.1210463192768003
ENSG00000119139|ENSG00000119139.21|ENSP00000498043|ENSP00000498043.1,1.1540821642750676
ENSG00000173193|ENSG00000173193.15|ENSP00000497854|ENSP00000497854.1,1.071612437124829
ENSG00000120948|ENSG00000120948.19|ENSP00000497327|ENSP00000497327.1,1.144413932878798
ENSG00000186487|ENSG00000186487.21|ENSP00000496808|ENSP00000496808.2,1.1527921151080875
ENSG00000148604|ENSG00000148604.15|ENSP00000498917|ENSP00000498917.1,1.205624979566943
ENSG00000169255|ENSG00000169255.15|ENSP00000498902|ENSP00000498902.1,1.08490053763352
ENSG00000164398|ENSG00000164398.15|ENSP00000499071|ENSP00000499071.1,1.1557629818119026
ENSG00000162399|ENSG00000162399.9|ENSP00000498282|ENSP00000498282.1,1.2208149055010662
ENSG00000166848|ENSG00000166848.7|ENSP00000499565|ENSP00000499565.1,1.1310751768033138
ENSG00000094841|ENSG00000094841.14|ENSP00000498525|ENSP00000498525.1,1.2010633989712116
ENSG00000144810|ENSG00000144810.16|ENSP00000498483|ENSP00000498483.1,0.9923544969767228
ENSG00000160183|ENSG00000160183.17|ENSP00000498756|ENSP00000498756.1,1.0766883365861077
ENSG00000179455|ENSG00000179455.10|ENSP00000496859|ENSP00000496859.1,1.1399052426723044
ENSG00000101158|ENSG00000101158.15|ENSP00000499018|ENSP00000499018.1,1.1133749738549432
ENSG00000154485|ENSG00000154485.5|ENSP00000499059|ENSP00000499059.1,1.1424407329433777
ENSG00000011376|ENSG00000011376.12|ENSP00000499002|ENSP00000499002.1,1.0918139348656482
ENSG00000150995|ENSG00000150995.21|ENSP00000497226|ENSP00000497226.1,1.2914239658727134
ENSG00000122218|ENSG00000122218.17|ENSP00000498061|ENSP00000498061.1,1.0383949823434835
ENSG00000172936|ENSG00000172936.18|ENSP00000497991|ENSP00000497991.2,1.1876598374964373
ENSG00000105483|ENSG00000105483.18|ENSP00000499211|ENSP00000499211.1,1.0443053858113631
ENSG00000131778|ENSG00000131778.20|ENSP00000499065|ENSP00000499065.1,1.1015225905439587
ENSG00000134900|ENSG00000134900.13|ENSP00000498440|ENSP00000498440.1,1.3227329958074365
ENSG00000169255|ENSG00000169255.15|ENSP00000498346|ENSP00000498346.1,1.08490053763352
ENSG00000118777|ENSG00000118777.12|ENSP00000498246|ENSP00000498246.1,1.0085755955806788
ENSG00000182093|ENSG00000182093.16|ENSP00000497103|ENSP00000497103.1,1.2024328373921913
ENSG00000128513|ENSG00000128513.16|ENSP00000499635|ENSP00000499635.1,1.0870404073941617
ENSG00000173706|ENSG00000173706.15|ENSP00000515478|ENSP00000515478.1,0.8837149796482346
ENSG00000169255|ENSG00000169255.15|ENSP00000499010|ENSP00000499010.1,1.08490053763352
ENSG00000100983|ENSG00000100983.12|ENSP00000498303|ENSP00000498303.1,1.1080937967621989
ENSG00000129347|ENSG00000129347.21|ENSP00000498803|ENSP00000498803.1,1.2465756962071821
ENSG00000119950|ENSG00000119950.21|ENSP00000499128|ENSP00000499128.1,1.0630037718574614
ENSG00000184304|ENSG00000184304.17|ENSP00000498661|ENSP00000498661.1,1.0911669859046633
ENSG00000196586|ENSG00000196586.17|ENSP00000499623|ENSP00000499623.1,1.1235734619533988
ENSG00000187908|ENSG00000187908.20|ENSP00000499747|ENSP00000499747.1,1.2066168456351092
ENSG00000163956|ENSG00000163956.13|ENSP00000497444|ENSP00000497444.1,1.329653173423804
ENSG00000159023|ENSG00000159023.23|ENSP00000498003|ENSP00000498003.1,1.0350760915547725
ENSG00000114861|ENSG00000114861.24|ENSP00000496841|ENSP00000496841.3,1.028487364187539
ENSG00000147255|ENSG00000147255.19|ENSP00000498530|ENSP00000498530.1,1.1070530549591104
ENSG00000160097|ENSG00000160097.21|ENSP00000497837|ENSP00000497837.2,1.2691467647962047
ENSG00000124299|ENSG00000124299.16|ENSP00000498922|ENSP00000498922.2,1.2188307429825915
ENSG00000197603|ENSG00000197603.16|ENSP00000498265|ENSP00000498265.2,1.077939458407953
ENSG00000150995|ENSG00000150995.21|ENSP00000498056|ENSP00000498056.1,1.0352688418995204
ENSG00000264006|ENSG00000264006.9|ENSP00000497014|ENSP00000497014.1,1.197279988358709
ENSG00000169255|ENSG00000169255.15|ENSP00000498478|ENSP00000498478.1,1.08490053763352
ENSG00000169902|ENSG00000169902.15|ENSP00000497281|ENSP00000497281.1,1.085868030045648
ENSG00000241837|ENSG00000241837.7|ENSP00000498572|ENSP00000498572.1,1.0632332869944192
ENSG00000164398|ENSG00000164398.15|ENSP00000498588|ENSP00000498588.1,1.0425594127785616
ENSG00000127955|ENSG00000127955.17|ENSP00000496829|ENSP00000496829.1,1.1037339073279284
ENSG00000114861|ENSG00000114861.24|ENSP00000497096|ENSP00000497096.1,1.028487364187539
ENSG00000168216|ENSG00000168216.13|ENSP00000497487|ENSP00000497487.1,1.0922418853899256
ENSG00000166257|ENSG00000166257.10|ENSP00000499755|ENSP00000499755.1,1.2747257174386442
ENSG00000116337|ENSG00000116337.20|ENSP00000499740|ENSP00000499740.1,1.3141851898459085
ENSG00000112297|ENSG00000112297.18|ENSP00000499126|ENSP00000499126.1,0.9610273929361934
ENSG00000198300|ENSG00000198300.14|ENSP00000496867|ENSP00000496867.1,1.0702966478225182
ENSG00000286098|ENSG00000286098.1|ENSP00000498410|ENSP00000498410.1,1.2401340668189262
ENSG00000182150|ENSG00000182150.20|ENSP00000499453|ENSP00000499453.1,1.0802786033665126
ENSG00000113262|ENSG00000113262.16|ENSP00000497110|ENSP00000497110.1,1.275359022433536
ENSG00000129003|ENSG00000129003.19|ENSP00000497607|ENSP00000497607.1,1.1506685632494051
ENSG00000088035|ENSG00000088035.18|ENSP00000497170|ENSP00000497170.1,1.230426492709481
ENSG00000065057|ENSG00000065057.9|ENSP00000498821|ENSP00000498821.1,1.2457383131565836
ENSG00000114861|ENSG00000114861.24|ENSP00000496968|ENSP00000496968.1,1.0282308460853684
ENSG00000185513|ENSG00000185513.18|ENSP00000497199|ENSP00000497199.1,1.08031761401774
ENSG00000113522|ENSG00000113522.14|ENSP00000498973|ENSP00000498973.1,1.1019376919978354
ENSG00000170989|ENSG00000170989.10|ENSP00000497175|ENSP00000497175.1,1.2042822804742286
ENSG00000269964|ENSG00000269964.4|ENSP00000496917|ENSP00000496917.1,1.0966411214567404
ENSG00000101294|ENSG00000101294.20|ENSP00000497774|ENSP00000497774.1,1.180789482961409
ENSG00000174720|ENSG00000174720.18|ENSP00000499190|ENSP00000499190.1,1.1724905351358235
ENSG00000224389|ENSG00000224389.9|ENSP00000497177|ENSP00000497177.1,1.2401954603798726
ENSG00000286070|ENSG00000286070.2|ENSP00000499210|ENSP00000499210.1,1.2423317333962367
ENSG00000143933|ENSG00000143933.20|ENSP00000499357|ENSP00000499357.1,1.611388138259704
ENSG00000154556|ENSG00000154556.20|ENSP00000497845|ENSP00000497845.1,1.0370592881361846
ENSG00000177150|ENSG00000177150.13|ENSP00000498370|ENSP00000498370.1,1.0831235656267013
ENSG00000099721|ENSG00000099721.16|ENSP00000498344|ENSP00000498344.1,1.2992857619912062
ENSG00000131778|ENSG00000131778.20|ENSP00000498494|ENSP00000498494.1,1.051225029618655
ENSG00000167930|ENSG00000167930.17|ENSP00000499447|ENSP00000499447.1,1.0369968118111907
ENSG00000048342|ENSG00000048342.18|ENSP00000498775|ENSP00000498775.1,1.0229199942443354
ENSG00000101298|ENSG00000101298.15|ENSP00000496966|ENSP00000496966.1,1.2738178978368788
ENSG00000131778|ENSG00000131778.20|ENSP00000499049|ENSP00000499049.1,1.1015225905439587
ENSG00000173486|ENSG00000173486.14|ENSP00000499135|ENSP00000499135.1,1.2749769431469147
ENSG00000244752|ENSG00000244752.3|ENSP00000498905|ENSP00000498905.1,1.3863017667622344
ENSG00000186487|ENSG00000186487.21|ENSP00000497068|ENSP00000497068.1,1.079918063533224
ENSG00000136997|ENSG00000136997.22|ENSP00000499182|ENSP00000499182.1,1.1027643812872878
ENSG00000033011|ENSG00000033011.14|ENSP00000507951|ENSP00000507951.1,1.2214013453971335
ENSG00000101361|ENSG00000101361.17|ENSP00000498831|ENSP00000498831.1,1.0577868480612767
ENSG00000166091|ENSG00000166091.21|ENSP00000497215|ENSP00000497215.1,1.3551079945529583
ENSG00000118046|ENSG00000118046.18|ENSP00000498804|ENSP00000498804.1,1.3841587192877634
